8.4481 	INFO 	Loaded monitor calibration from ['2025_08_11 23:33']
8.4652 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
8.8283 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
8.8283 	INFO 	OpenGL version supported by driver is 4..
9.0546 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A380013A90>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A380013A30>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A3800FDCC0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.0548 	EXP 	window1: backgroundImage = ''
9.0549 	EXP 	window1: backgroundFit = 'none'
9.7260 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.7260 	EXP 	window1: recordFrameIntervals = False
9.8687 	EXP 	window1: recordFrameIntervals = True
10.0522 	EXP 	Screen (0) actual frame rate measured at 60.08Hz
10.0523 	EXP 	window1: recordFrameIntervals = False
10.1205 	INFO 	keyboard.Keyboard is using ptb backend.
10.1208 	INFO 	keyboard.Keyboard is using ptb backend.
10.1208 	EXP 	Stroop Task: status = STARTED
